FID,MAP,REFNAME,PARKNAME,LOCATION,OBSERVER,FIELDDATE,APPROVDATE,MANAGER,CS,PS,PS_HIGH,PS_LOW,CU,CU_ACTUAL,PU,PU_HIGH,PU_LOW,TH_RANK_CS,TH_RANK_PS,PROB_FLAG,TRL_ENTPT,TRL_SIGN,PARKING,PKG_AUTO,PKG_BUS,PKG_HORSE,PKG_HANDIC,PKG_TYPE,PKG_SUBSTR,RESTROOM,RSTRM_TYPE,RANGER_STA,INFO_KIOSK,WAY_EXH,WATER,PHONE,GARBAGE,RECYC_BINS,MUTTMITT,SCEN_OVRLK,PICNIC,CAMP_REG,CAMP_GRP,CAMP_BCK,COMMENTS,COASTALZN,LVMCOG_TH,lat,lng,SMMTC_TH,DOGS,COUNTY,JURISDN
498,73,Puente Rd ^ Consuelo Rd,Serrania Avenue,Puente Rd ^ Consuelo Rd,MB/EE,6/21/2000,mb10/31/00,Private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,Yes,1,0,0,0,on-street,XX,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,definite neighborhood entrance,Outside,0,34.15079897,-118.5882735,0,,LOS ANGELES,Los Angeles
499,68,Juan Bautista de Anza Trailhead East,Las Virgenes View Park,West end of Calabasas Road,MB,,mb07/07/07,MRCA/MRT,OP,OP,OP,OP,MU,,MU,,,Tertiary,Tertiary,,Yes,Yes,Yes,0,0,0,0,on-street,paved,No,NA,No,No,Yes,No,XX,XX,XX,XX,No,No,No,No,No,Check w/MRT about facilities,Outside,1,34.14984611,-118.6765325,0,Y,LOS ANGELES,Calabasas
500,73,Serrania Park/Westchester Dr.,Serrania Avenue Park,Serrania Park/Westchester Dr.,MB - in office,5/27/2001,mb05/27/01,private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,Mayb,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Looks like neighborhood entrance.  NOTE:  Not field-checked.,Outside,0,34.15125129,-118.5853704,0,,LOS ANGELES,Los Angeles
501,114,Morrison Ranch,Cheeseboro/Palo Comado Canyons,Chesebro Road,MB,,mb01/01/04,NPS,OP,OP,OP,OP,UN,HE,HE,,,Tertiary,Tertiary,Yes,No,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"If becomes official, no facilities besides signage would be constructed.",Outside,3,34.14964737,-118.7353138,0,Y,LOS ANGELES,Unincorp LA
502,73,Bandera St,Serrania Avenue,end of Bandera St,MB/EE,6/21/2000,mb10/31/00,Private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,definite neighborhood social entrance,Outside,0,34.1529075,-118.5882192,0,,LOS ANGELES,Los Angeles
503,73,Danza St,Serrania Avenue Park,end of Danza St,MB/EE,6/21/2000,mb10/31/00,Private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,Yes,1,0,0,0,on-street,paved,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,probably used by locals only,Outside,0,34.15436346,-118.5882464,0,,LOS ANGELES,Los Angeles
504,73,Wells Dr ^ Serrania Ave Park,Serrania Avenue Park,Wells Dr ^ Serrania Ave Park,MB/EE,6/21/2000,mb10/31/00,LA City,OP,OP,OP,OP,HO,,,,,Secondary,Secondary,,Yes,No,Yes,60,0,0,2,parking lot,paved,Yes,flush,No,No,No,Yes,Yes,Yes,XX,Maybe,No,Yes,No,No,XX,"parking lot for city park; drink machines, playground; rattlesnake sign, LAMC dog reg. Sign.  MB:  people use part of this park as an unofficial off-leash dog park.",out,2,34.15712922,-118.5871801,0,Y,LOS ANGELES,Los Angeles
505,114,Cheeseboro Canyon Trailhead,Cheeseboro/Palo Comado Canyons,Chesebro Road,Jessica/Jill,3/4/2003,mb01/01/04 entered by NK 09/03/0,NPS,OP,OP,OP,OP,MU,MU,MU,,,Primary,Primary,,Yes,Yes,Yes,30,888,888,0,parking lot,gravel,Yes,composting,No,Yes,No,Proposed,No,Yes,Yes,Proposed,No,Yes,No,No,No,"Interp booth (trailer).  Parking lot needs grading.  Wheel stops need to be replaced.  Equestrian parking, but not delineated.",out,1,34.15608437,-118.7312304,0,Y,LOS ANGELES,Unincorp LA
506,106,RSV Main Entrance,RSV/Satwiwa and Point Mugu State Park,RSV Main Entrance,Jim Anderson,3/8/2001,mb12/31/03 11/17/99,NPS,OP,OP,OP,OP,MU,MU,MU,,,Primary,Primary,,Yes,Yes,Yes,80,0,0,2,parking lot,paved,Yes,flush,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Proposed,XX,Yes,No,No,No,,Outside,2,34.15274529,-118.965926,0,Y,VENTURA,Unincorp Ventura
507,102,Los Robles Trail,Los Robles Trail,Brookview Avenue,Jessica/Jill,3/3/2003,mb12/31/03 entered by NK  09/10/,COSCA,UP,UP,UP,UP,UN,,UN,,,Tertiary,Tertiary,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Conejo regulatory rules signage present at entrance. mb edits.,Outside,2,34.15461225,-118.8498415,0,,VENTURA,Thousand Oaks
508,115,Morrison Trailhead,Cheeseboro/Palo Comado Canyons,Las Virgenes ^ Morrison Utility Rd,Ralf/Melanie,,mb01/01/04 entered by NK 09/03/0,NPS,OP,OP,OP,OP,UN,NA,MU,,,Tertiary,Secondary,,Yes,Yes,Proposed,0,0,99,0,parking lot,paved,Proposed,composting,No,Proposed,No,No,No,Proposed,Proposed,No,No,No,No,No,No,"Proposed trailhead development.  Put restrooms either here or at Las Virgenes TH to north.  06/08/05 - TMP Team recommends this be ranked secondary owing to proposed presence of facilities, and moderate use.",Outside,3,34.15787904,-118.7011963,0,Y,LOS ANGELES,Unincorp LA
509,105,Wendy Trailhead,RSV/Satwiwa,Potrero ^ S.Wendy,Jim Anderson,3/15/2001,mb12/31/03 11/17/99,NPS,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,Yes,Yes,30,0,0,0,pullout,dirt,No,NA,No,Yes,No,No,No,Yes,Yes,Yes,XX,No,No,No,No,,out,2,34.15435834,-118.9501765,0,Y,VENTURA,Unincorp Ventura
510,102,Los Robles Trail East Terminus,COSCA Open Space,Triunfo Community Park,Jessica/Jill,3/3/2003,mb12/31/03 entered by NK  09/10/,COSCA,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,Yes,Yes,42,0,0,0,parking lot,paved,Yes,flush,No,No,No,Yes,XX,Yes,XX,Yes,No,Yes,No,No,No,"Signage to designate ownership & entrance,  volleyball & other rec. surrounding parking, Triunfo Comm Park. mb edits",Outside,1,34.15617188,-118.8461179,0,Y,VENTURA,Thousand Oaks
511,105,Los Robles Trail West Terminus,COSCA Open Space,Los Robles Trail ^ Potrero Road,,,mb12/31/03 entered by NK  09/10/,COSCA,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,Yes,Yes,30,999,1,0,parking lot,dirt,No,NA,No,Yes,No,No,No,Yes,XX,XX,No,No,No,No,No,Gate was locked during the day. Possible parking for buses & horses,out,2,34.15551497,-118.941919,0,Y,VENTURA,Thousand Oaks
512,106,RSV Equestrian Parking Lot,RSV/Satwiwa,Lynn ^ Via Goleta,Jim Anderson,3/15/2001,mb12/31/03,NPS,OP,OP,OP,OP,HE,EQ,,,,Tertiary,Tertiary,,Yes,No,Yes,888,888,11,0,parking lot,paved,No,NA,No,No,No,No,No,Yes,XX,XX,No,No,No,No,No,Specified equestrian TH.  Has manure bin & shovel.,out,1,34.15519565,-118.9737258,0,Y,VENTURA,Unincorp Ventura
513,104,Potrero Rd,,Potrero Road,Jessica/Jill,3/3/2003,entered by NK  09/10/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,private,Outside,0,34.15643169,-118.9340987,0,,VENTURA,Unincorp Ventura
514,104,Ventu Park Fire Road & Potrero Road,,,Jessica/Jill,3/3/2003,mb12/31/03,,UX,UX,UX,UX,,,,,,NA,NA,,Yes,No,Yes,2,0,0,0,,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,out,0,34.15674678,-118.9180344,0,,VENTURA,Unincorp Ventura
515,107,Rancho Potrero Main Entrance,Rancho Potrero,Potrero Road,Ralf,,mb01/02/04 entered by NK 09/10/0,COSCA,OP,OP,OP,OP,UN,HE,,,,Tertiary,Tertiary,,Yes,Yes,Yes,2,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Only signage is COSCA/CRPD park reg's sign.  08/26/07 - Per Shelly at COSCA-don't map as a TH with parking.,Outside,3,34.15609947,-118.9861288,0,Y,VENTURA,Unincorp Ventura
516,106,RANCHO SIERRA VISTA/SATWIWA,RSV/Satwiwa,Potrero & Old Service Road (Danielson Rd),Jim Anderson,3/15/2001,mb12/31/03 entered by NK  09/10/,NPS,AD,AD,AD,AD,,,,,,NA,NA,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"Signage regs but no trail info.  Strict no parking around entrance.  Paved road.  Gate one, authorized vehicles only.",Outside,0,34.15654867,-118.9630327,0,,VENTURA,Unincorp Ventura
517,0,Westlake High School,COSCA Open Space,Westlake High School ^ Via Merida,MB,8/27/2007,8/27/2007,Westlake High School,OP,OP,OP,OP,MU,HO,,,,Tertiary,Tertiary,,Yes,No,Yes,99,0,0,0,parking lot,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No parking during school hours.,Coastal,2,34.15900464,-118.8119886,0,Y,VENTURA,Thousand Oaks
518,106,RSV/Satwiwa,RSV/Satwiwa,Potrero ^ Pinehill,Jim Anderson,3/15/2001,mb12/31/03 entered by NK  09/10/,NPS,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"Former entrance to 468 trailhead.  Gravel road gated off.  Access by foot only.  Strict no parking in area.  Signage present, just inside gate, that is non applicable.",Outside,0,34.15686011,-118.9657459,0,,VENTURA,Unincorp Ventura
519,105,NP/Antelope Pl,,Antelope Place,,,mb12/31/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.15798821,-118.9418838,0,,VENTURA,Thousand Oaks
520,106,RSV/Satwiwa -- NP/W Potrero Rd,RSV/Satwiwa,Potrero ^ Briar,Lena and Dafna,,11/17/1999,NPS,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.15833729,-118.9585095,0,,VENTURA,Unincorp Ventura
521,114,Blythedale Rd,Cheeseboro/Palo Comado Canyons,Blythedale Rd Terminus,MB,,mb12/30/03 entered by NK 09/03/0,NPS,UP,EC,EC,EC,,EQ,,,,Unauthorized,NA,Yes,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Neighborhood/residential entrance.,Outside,0,34.16179563,-118.7316595,0,,LOS ANGELES,Agoura Hills
522,102,Los Robles Trail Access,COSCA Open Space,Foothill Road,Jill Keller,3/3/2003,mb12/31/03 entered by Nk  09/10/,COSCA,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,Yes,No,Yes,0,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Needs gate & signage to distinguish trail.  mb edits.,Outside,2,34.16221571,-118.8406018,0,Y,VENTURA,Thousand Oaks
523,0,Lakeview Cyn Rd,COSCA Open Space,Lakeview Cyn Rd,MB,,mb08/27/07,Westlake High School,OP,OP,OP,OP,MU,HO,,,,Tertiary,Tertiary,,Yes,No,Yes,10,0,0,0,parking lot,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,Parking lot is part of Westlake High School.,Coastal,2,34.16434628,-118.8166539,0,Y,VENTURA,Thousand Oaks
524,104,Los Robles Trail -- Deer Ridge OS/Felton St,Los Robles Trail,Felton Street,Jessica/Jill,3/3/2003,mb12/31/03 entered by NK 09/10/0,,UP,UP,UP,UP,,,,,,Unauthorized,,,Yes,No,Yes,5,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb did edits,Outside,0,34.16488686,-118.9359835,0,,VENTURA,Thousand Oaks
525,113,Las Virgenes Canyon Trailhead,Upper Las Virgenes Cyn OS Preserve,Las Virgenes Rd Terminus N,MB,,mb01/01/04,MRCA,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,No,Yes,888,888,0,999,on-street,paved,Proposed,composting,No,Proposed,No,No,XX,Proposed,Proposed,Proposed,No,No,No,No,No,"Proposed TH would be located on west side of road somewhat south of park entrance.  Could plan for handicap & horse parking.  06/08/05 - TMP Team recommended this be ranked secondary based on level of use, but facilities would probably be installed at Mo",out,1,34.16856212,-118.7033219,0,Y,VENTURA,Calabasas
526,113,Palo Comado Cyn/Chesebro Cyn Rd,Cheeseboro/Palo Comado Canyons,Chesebro Road Northern Terminus,MB,,mb01/01/04,NPS,UP,EM,EM,EM,UN,MU,MU,,,Unauthorized,Tertiary,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"mb:  Yellow Gate entrance.  Would make official, w/o any parking or facilities besides trail rules & directions, if Old Ag HOA would agree.",Outside,0,34.16810751,-118.7398043,0,,VENTURA,Unincorp Ventura
527,101,Los Robles Trail,Los Robles Trail,Rimrock Road,Jessica/Jill,3/3/2003,mb12/31/03 entered by NK  09/10/,,UP,UP,UP,UP,,,,,,Unauthorized,,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Gated entrance to water tank that leads into trail.  mb - this is definite UP.  Trail up to Los Robles Trail is extremely steep & not official.,Outside,0,34.16653527,-118.8639864,0,,VENTURA,Unincorp Ventura
528,0,Westlake Blvd ^ Santiago St,COSCA Open Space,Westlake Blvd ^ Santiago St,MB,,mb08/27/07,COSCA,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,"Poor TH.  Can park on Santiago St or in neighborhood, but must cross Westlake Blvd.",Coastal,2,34.16824334,-118.8214874,0,Y,VENTURA,Thousand Oaks
529,0,Peregrine Circle,Rancho Simi OS - Oak Park,Peregrine Circle - Oak Park,MB,,,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Maybe,Yes,0,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,mb 09/12/07 - need to dble ck facils in field.,Coastal,2,34.16976685,-118.7494035,0,Y,VENTURA,Oak Park
530,101,"Los Robles Trail -- T.O./Hillsboro St., Janss Fire Rd",COSCA Open Space,Hillsborough Street,Jessica/Jill,3/3/2003,entered by NK 09/10/03,CRPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,0,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Blue & white park rules sign,  fire gate.",Outside,2,34.16817817,-118.8719376,0,Y,VENTURA,Thousand Oaks
531,0,Add name later,check - Dos Vientos Open Space,Reino Road,Melanie,1/1/2001,mb08/26/07 need to ck in field,COSCA,OP,OP,OP,OP,MU,,MU,,,Tertiary,Tertiary,,Yes,ck,Yes,99,99,99,99,XX,XX,No,NA,No,XX,XX,XX,XX,XX,XX,XX,No,No,No,No,No,MB 08/26/07 - Per Shelly Austin at COSCA.  Facility inventory needs to be checked in field.,Outside,2,34.1672529,-118.9433279,0,Y,VENTURA,Thousand Oaks
532,103,T.O./Ventu Pk Fire Rd,,Ventu Park Fire Road,Jessica/Jill,3/3/2003,mb12/31/03 entered by NK  09/10/,,UX,UX,UX,UX,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,No trespassing signs posted on road (check on permitting)  mb did edits.,Outside,0,34.16812438,-118.9072936,0,,VENTURA,Unincorp Ventura
533,113,Palo Comado Cyn/Chesebro Cyn R,Cheeseboro/Palo Comado Canyons,Palo Comado Canyon Road,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.1712704,-118.7424994,0,,VENTURA,Unincorp Ventura
534,113,Rancho Simi OS/Smoketree Trailhead,Cheeseboro/Palo Comado Canyons,Smoketree Avenue,Jessica/Jill,3/5/2003,mb01/01/04 entered by NK 09/03/0,Rancho Simi RPD,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,Yes,Yes,Yes,888,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,Proposed,No,No,No,No,No,Water pump station 5 for Triunfo Sanitation District.  mb - ck for trail signage.,Outside,2,34.17327516,-118.7498992,0,Y,VENTURA,Oak Park
535,101,Los Robles Trail - South Moorpark Rd,COSCA Open Space,South Terminus of Moorpark Rd,MB,7/16/2007,mb07/16/07,COSCA,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Secondary,,Yes,Yes,Yes,10,0,0,0,pullout,dirt,No,NA,No,Yes,No,No,XX,Yes,XX,Yes,No,No,No,No,No,,Outside,2,34.17198562,-118.8810508,0,Y,VENTURA,Thousand Oaks
536,0,Westlake OS South,COSCA Open Space,Hillcrest Dr West of Westlake Blvd,Melanie,8/27/2007,mb08/27/07,COSCA,OP,OP,OP,OP,MU,HO,,,,Tertiary,Tertiary,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,Poor TH but is an entrance point to greater COSCA trail network.,Coastal,2,34.17308028,-118.826616,0,Y,VENTURA,Thousand Oaks
537,0,Los Padres Drive Entrance,COSCA Open Space,Los Padres Drive near Moorpark,MB,7/16/2007,mb07/17/07,COSCA,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,Yes,Yes,Yes,0,0,0,0,on-street,paved,No,NA,No,Yes,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,2,34.17236733,-118.8769814,0,Y,VENTURA,Thousand Oaks
538,0,Rosewood Trailhead,COSCA Open Space,Regal Oak Drive Cul-de-Sac,Melanie,8/26/2007,MB 08/26/07,COSCA,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,Yes,Yes,Yes,0,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,,Outside,2,34.17260767,-118.9142695,0,Y,VENTURA,Thousand Oaks
539,103,Hemlock Gate Trailhead,CRPD,Hemlock Rd Eastern End,Melanie,8/26/2007,mb08/26/07,CRPD,OP,,,,MU,,,,,Tertiary,Tertiary,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,Access to Lynn Oaks Park.  Fire gate.  mb updated after field visit 08/26/07,Outside,2,34.17307228,-118.9034414,0,Y,VENTURA,Unincorp Ventura
540,103,Los Robles Trail -- T.O./Spruce Hill Ct,Lynn Oaks Park,Spruce Hill Court,Jessica/Jill,3/3/2003,mb12/31/03 entered by NK  09/10/,,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Hours of operation signage, firegate.  mb edits.",Outside,0,34.17318187,-118.9004771,0,,VENTURA,Thousand Oaks
541,113,Sunrise Meadows/Smoketree Av,Cheeseboro/Palo Comado Canyons,Smoketree Avenue,Jessica/Jill,3/5/2003,entered by Nk 09/10/03,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,2,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb - outside SMMNRA,Outside,0,34.17538084,-118.7554151,0,Y,VENTURA,Oak Park
542,0,Lynn Oaks Park - verify,Lynn Oaks Park,Capitan St ^ Poplar Crest Ave,Melanie,8/26/2007,MB 08/26/07,,UP,UP,UP,UP,,,,,,NA,NA,,Yes,No,Yes,0,0,0,0,on-street,paved,No,NA,No,No,No,No,No,Yes,XX,XX,No,No,No,No,No,MB visited site 08/26/07 - Need to look at facilities again.,Outside,0,34.17363075,-118.9015605,0,,VENTURA,Thousand Oaks
543,113,Rancho Simi OS/Sunnycrest Dr,Rancho Simi OS,Sunnycrest ^ Trefoil,,,,,XX,XX,,,,,,,,XX,XX,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.17718,-118.7552415,0,,VENTURA,Oak Park
544,101,Los Robles Trail -- T.O./Greenmeadow Av,COSCA Open Space,Los Robles Trail -- Greenmeadow Av,MB,,mb12/31/03,CRPD,OP,,,,UN,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,0,0,0,0,on-street,paved,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,Outside,0,34.17528452,-118.8834147,0,Y,VENTURA,Thousand Oaks
545,101,Oak Creek Canyon Trailhead,COSCA Open Space,Greenmeadow Avenue,Jessica & Jill,3/3/2003,mb12/31/03,COSCA,OP,OP,OP,OP,MU,MU,,,,Secondary,Secondary,,Yes,Yes,Yes,40,0,0,4,parking lot,paved,Yes,chemical,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Updated by MB 08/26/07,Outside,2,34.17526573,-118.885678,0,Y,VENTURA,Thousand Oaks
546,113,Sunrise Meadows/Sunnycrest Dr,Simi Hills,Sunnycrest Drive,Jessica/Jill,3/4/2003,enterd by NK 09/10/03,Rancho Simi,XX,XX,,,,,,,,XX,XX,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb skimpy info.  re-ck in field.,Outside,0,34.17740216,-118.7560021,0,,VENTURA,Oak Park
547,118,Indian Springs Park Trailhead,Indian Springs Park,Cremona ^ Hawthorne,Ralf,5/20/2003,entered by NK  09/10/03,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,40,0,0,4,parking lot,paved,Yes,flush,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"Wistful Vista open space.  Basefall field, playground, picnic tables, shelter, grill, basketball, fitness trail, tennis, volleyball.",Outside,0,34.1774327,-118.7813266,0,Y,VENTURA,Oak Park
548,118,Rancho Simi OS,Rancho Simi OS - Oak Park,Kanan ^ Churchwood/Hawthorne,Jessica/Jill,3/4/2003,entered by NK  09/10/03,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,No,2,0,0,0,pullout,,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Signage from only one side of road (poorly marked),Outside,0,34.17911457,-118.7752824,0,Y,VENTURA,Oak Park
549,118,"Wistful Vista, Rancho Simi OS",Rancho Simi OS - Oak Park,Kanan Road,Jessica/Jill,3/4/2003,entered by NK  09/10/03,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.18030835,-118.7725435,0,Y,VENTURA,Oak Park
550,118,Rancho Simi OS,Rancho Simi OS - Oak Park,Kanan Rd ^ Oak Park Library,Jessica/Jill,3/4/2003,entered by NK  09/10/03,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.1805749,-118.7621707,0,Y,VENTURA,Oak Park
551,118,Rancho Simi OS,Rancho Simi OS - Oak Park,Churchwood Drive,Jessica/Jill,3/5/2003,entered by NK  09/10/03,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,No,Yes,5,0,0,0,on-street,,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Fire road access,Outside,0,34.1806139,-118.7765135,0,Y,VENTURA,Oak Park
552,113,Rancho Simi OS,Cheseboro/Palo Comado,Doubletree ^ Oak Springs,Jessica/Jill,3/4/2003,mb01/02/04 entered by NK  09/10/,Rancho Simi,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,Yes,10,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Fire road access.  mb edits.,Outside,0,34.1811313,-118.7513296,0,,VENTURA,Oak Park
553,118,Oak Canyon Community Park,Rancho Simi OS - Oak Park,Kanan ^ Hollytree,Jessica/Jill,3/4/2003,mb01/01/04 entered by NK  09/10/,Rancho Simi RPD,OP,OP,OP,OP,MU,,MU,,,Secondary,Secondary,,Yes,Yes,Yes,21,0,0,1,parking lot,paved,Yes,flush,No,Yes,No,Yes,Yes,XX,XX,XX,No,Yes,No,No,No,"Entrance to Oak Canyon Community Park.  Duck pond, nice landscape & path, barbeque.  ADA(blind) trail & Braille signage & guide w/posts.",out,2,34.18135391,-118.7711686,0,Y,VENTURA,Oak Park
554,113,Rancho Simi OS/Doubletree Trailhead,Cheeseboro/Palo Comado Canyons,Doubletree Road,Jessica/Jill,3/5/2003,mb01/01/04 entered by NK 09/03/0,Rancho Simi RPD,OP,OP,OP,OP,MU,MU,MU,,,Tertiary,Tertiary,,Yes,Yes,Yes,888,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,Proposed,No,No,No,No,No,mb - bad info.  I updated.  Need field ck for signage  10/07/09 MB updated name and attribute information.  All should be correct now.,Outside,2,34.18257943,-118.751901,0,Y,VENTURA,Oak Park
555,118,"Rocky Ridge, Rancho Simi OS",Rancho Simi OS - Oak Park,Hollytree Drive,Jessica/Jill,3/4/2003,entered by NK  09/10/03,Rancho Simi RPD,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,Yes,Yes,5,0,0,0,on-street,paved,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.18237922,-118.7682233,0,Y,VENTURA,Oak Park
556,118,Rancho Simi OS,Rancho Simi OS,Kanan Road,Jessica/Jill,3/4/2003,entered by NK  09/10/03,Rancho Simi,XX,XX,,,,,,,,XX,XX,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Fire road access.  Sign going southbound on Kanan, but no access from that side.  No signage on side with access.  mb:  re-ck in field.",Outside,0,34.18230989,-118.7820599,0,,VENTURA,Oak Park
557,0,Victory Trailhead,Upper Las Virgenes Cyn OS Preserve,Victory Blvd Western Terminus,MB,,entered by NK 09/10/03,MRCA,OP,OP,OP,OP,MU,MU,MU,,,Secondary,Primary,,Yes,Yes,Yes,50,0,1,0,NA,dirt,Yes,portable,No,Yes,No,No,XX,Yes,XX,Proposed,No,No,No,No,No,06/08/05 - TMP Team mtg reminded mb of need to add this trailhead to inventory.  mb.,Outside,1,34.18525685,-118.668557,0,Y,VENTURA,Unincorp Ventura
